index,rtl_hex,rtl_q16_integer,rtl_float,reference_float,signed_error,absolute_error,absolute_error_lsb,error_vs_rounded_reference_lsb
0,00005173,20851,0.3181610107421875,0.31796,0.0002010107421874796,0.0002010107421874796,13.173439999998664,13
1,FFFFDCBA,-9030,-0.137786865234375,-0.137206,-0.0005808652343750054,0.0005808652343750054,38.06758400000035,-38
2,00000D19,3353,0.0511627197265625,0.050891,0.00027171972656250126,0.00027171972656250126,17.807424000000083,18
3,FFFFEBC2,-5182,-0.079071044921875,-0.077515,-0.0015560449218749994,0.0015560449218749994,101.97695999999996,-102
4,FFFFD7D1,-10287,-0.1569671630859375,-0.15595,-0.0010171630859374947,0.0010171630859374947,66.66079999999965,-67
5,FFFFE0A2,-8030,-0.122528076171875,-0.123164,0.0006359238281249957,0.0006359238281249957,41.67590399999972,42
6,0000246D,9325,0.1422882080078125,0.142329,-4.079199218751106e-05,4.079199218751106e-05,2.673344000000725,-3
7,000024A4,9380,0.14312744140625,0.144144,-0.0010165585937499944,0.0010165585937499944,66.62118399999963,-67
8,00002F8B,12171,0.1857147216796875,0.18382,0.0018947216796874888,0.0018947216796874888,124.17247999999927,124
9,FFFFDA65,-9627,-0.1468963623046875,-0.145186,-0.0017103623046874905,0.0017103623046874905,112.09030399999938,-112
10,FFFFF3E2,-3102,-0.047332763671875,-0.047801,0.0004682363281250032,0.0004682363281250032,30.68633600000021,31
11,FFFFF1E2,-3614,-0.055145263671875,-0.054642,-0.0005032636718749969,0.0005032636718749969,32.9818879999998,-33
12,00003EB0,16048,0.244873046875,0.246577,-0.0017039531249999906,0.0017039531249999906,111.67027199999939,-112
13,000038D7,14551,0.2220306396484375,0.223024,-0.0009933603515625,0.0009933603515625,65.100864,-65
14,FFFFF0E9,-3863,-0.0589447021484375,-0.060057,0.0011122978515624993,0.0011122978515624993,72.89555199999995,73
15,FFFFFAF0,-1296,-0.019775390625,-0.021541,0.0017656093750000011,0.0017656093750000011,115.71097600000007,116
16,00000927,2343,0.0357513427734375,0.036716,-0.0009646572265624986,0.0009646572265624986,63.21977599999991,-63
17,FFFFDF9D,-8291,-0.1265106201171875,-0.125541,-0.0009696201171874863,0.0009696201171874863,63.5450239999991,-64
18,FFFFE191,-7791,-0.1188812255859375,-0.119929,0.001047774414062494,0.001047774414062494,68.6669439999996,69
19,FFFFD585,-10875,-0.1659393310546875,-0.164795,-0.001144331054687503,0.001144331054687503,74.9948800000002,-75
20,00002446,9286,0.141693115234375,0.141964,-0.00027088476562500685,0.00027088476562500685,17.75270400000045,-18
21,FFFFD9BE,-9794,-0.149444580078125,-0.150398,0.0009534199218750039,0.0009534199218750039,62.483328000000256,62
22,00003886,14470,0.220794677734375,0.221744,-0.0009493222656249967,0.0009493222656249967,62.21478399999978,-62
23,0000242C,9260,0.14129638671875,0.142766,-0.001469613281250004,0.001469613281250004,96.31257600000026,-96
24,FFFFEAAA,-5462,-0.083343505859375,-0.084747,0.0014034941406250029,0.0014034941406250029,91.97939200000019,92
25,00000000,0,0.0,-0.001148,0.001148,0.001148,75.235328,75
26,FFFFEDE7,-4633,-0.0706939697265625,-0.068856,-0.0018379697265624995,0.0018379697265624995,120.45318399999996,-120
27,FFFFEADC,-5412,-0.08258056640625,-0.081277,-0.001303566406249998,0.001303566406249998,85.43052799999987,-85
28,FFFFD5C8,-10808,-0.1649169921875,-0.163683,-0.0012339921875000048,0.0012339921875000048,80.87091200000032,-81
29,FFFFE0D1,-7983,-0.1218109130859375,-0.119803,-0.0020079130859374933,0.0020079130859374933,131.59059199999956,-132
