index,rtl_hex,rtl_q16_integer,rtl_float,reference_float,signed_error,absolute_error,absolute_error_lsb,error_vs_rounded_reference_lsb
0,0000485A,18522,0.282623291015625,0.28175,0.0008732910156249996,0.0008732910156249996,57.23199999999997,57
1,FFFFF2F6,-3338,-0.050933837890625,-0.052401,0.0014671621093750031,0.0014671621093750031,96.1519360000002,96
2,FFFFC5D1,-14895,-0.2272796630859375,-0.226617,-0.0006626630859374871,0.0006626630859374871,43.42828799999916,-43
3,FFFFE7F7,-6153,-0.0938873291015625,-0.095428,0.001540670898437499,0.001540670898437499,100.96940799999993,101
4,00004251,16977,0.2590484619140625,0.25783,0.0012184619140624964,0.0012184619140624964,79.85311999999976,80
5,FFFFE4EE,-6930,-0.105743408203125,-0.106167,0.0004235917968749975,0.0004235917968749975,27.760511999999835,28
6,FFFFE6F2,-6414,-0.097869873046875,-0.097829,-4.087304687500071e-05,4.087304687500071e-05,2.6786560000000463,-3
7,00001107,4359,0.0665130615234375,0.067798,-0.0012849384765624972,0.0012849384765624972,84.20972799999981,-84
8,00000101,257,0.0039215087890625,0.003386,0.0005355087890624999,0.0005355087890624999,35.09510399999999,35
9,FFFFE1E1,-7711,-0.1176605224609375,-0.118947,0.0012864775390624972,0.0012864775390624972,84.31059199999982,84
10,0000292F,10543,0.1608734130859375,0.159863,0.001010413085937495,0.001010413085937495,66.21843199999967,66
11,0000251E,9502,0.144989013671875,0.146194,-0.0012049863281249906,0.0012049863281249906,78.96998399999939,-79
12,00002F15,12053,0.1839141845703125,0.182179,0.0017351845703124924,0.0017351845703124924,113.7170559999995,114
13,00001919,6425,0.0980377197265625,0.096529,0.0015087197265624963,0.0015087197265624963,98.87545599999976,99
14,FFFFE9EE,-5650,-0.086212158203125,-0.087451,0.001238841796875001,0.001238841796875001,81.18873600000006,81
15,FFFFECEE,-4882,-0.074493408203125,-0.073821,-0.0006724082031250023,0.0006724082031250023,44.06694400000015,-44
16,0000328B,12939,0.1974334716796875,0.195902,0.0015314716796875072,0.0015314716796875072,100.36652800000047,100
17,00000F71,3953,0.0603179931640625,0.058488,0.0018299931640625017,0.0018299931640625017,119.93043200000011,120
18,FFFFC3C6,-15418,-0.235260009765625,-0.235048,-0.00021200976562499307,0.00021200976562499307,13.894271999999546,-14
19,FFFFEDDA,-4646,-0.070892333984375,-0.07005,-0.0008423339843749988,0.0008423339843749988,55.203199999999924,-55
20,00007D5B,32091,0.4896697998046875,0.489638,3.1799804687482336e-05,3.1799804687482336e-05,2.0840319999988424,2
21,000018A9,6313,0.0963287353515625,0.095718,0.0006107353515625025,0.0006107353515625025,40.02515200000016,40
22,FFFFDF8D,-8307,-0.1267547607421875,-0.125025,-0.0017297607421875028,0.0017297607421875028,113.36160000000018,-113
23,00001944,6468,0.09869384765625,0.098286,0.00040784765625000163,0.00040784765625000163,26.728704000000107,27
24,0000063E,1598,0.024383544921875,0.025701,-0.0013174550781250016,0.0013174550781250016,86.3407360000001,-86
25,FFFFD0A5,-12123,-0.1849822998046875,-0.183126,-0.001856299804687489,0.001856299804687489,121.65446399999928,-122
26,000035AC,13740,0.20965576171875,0.209594,6.176171874999747e-05,6.176171874999747e-05,4.0476159999998345,4
27,00001C87,7303,0.1114349365234375,0.110599,0.0008359365234374971,0.0008359365234374971,54.78393599999981,55
28,00004AE2,19170,0.292510986328125,0.293369,-0.0008580136718749909,0.0008580136718749909,56.2307839999994,-56
29,00003FD1,16337,0.2492828369140625,0.251178,-0.0018951630859375124,0.0018951630859375124,124.20140800000081,-124
30,FFFFDF49,-8375,-0.1277923583984375,-0.127587,-0.00020535839843749404,0.00020535839843749404,13.45836799999961,-13
31,FFFFEB7C,-5252,-0.08013916015625,-0.078309,-0.0018301601562499964,0.0018301601562499964,119.94137599999976,-120
32,000070D9,28889,0.4408111572265625,0.438769,0.00204215722656248,0.00204215722656248,133.83481599999868,134
33,FFFFEA83,-5501,-0.0839385986328125,-0.084139,0.00020040136718750545,0.00020040136718750545,13.133504000000357,13
34,0000245A,9306,0.141998291015625,0.142928,-0.0009297089843749995,0.0009297089843749995,60.92940799999997,-61
35,FFFFF9E5,-1563,-0.0238494873046875,-0.022656,-0.001193487304687501,0.001193487304687501,78.21638400000006,-78
36,0000CD09,52489,0.8009185791015625,0.800019,0.0008995791015624643,0.0008995791015624643,58.95481599999766,59
37,FFFFE097,-8041,-0.1226959228515625,-0.124152,0.0014560771484374985,0.0014560771484374985,95.4254719999999,95
38,FFFFE3AE,-7250,-0.110626220703125,-0.111388,0.0007617792968750009,0.0007617792968750009,49.92396800000006,50
39,00004974,18804,0.28692626953125,0.288364,-0.0014377304687500092,0.0014377304687500092,94.2231040000006,-94
40,000034F0,13552,0.206787109375,0.205902,0.0008851093749999983,0.0008851093749999983,58.00652799999989,58
41,FFFFD35B,-11429,-0.1743927001953125,-0.176359,0.001966299804687488,0.001966299804687488,128.8634239999992,129
42,000062B2,25266,0.385528564453125,0.386141,-0.000612435546875012,0.000612435546875012,40.13657600000079,-40
43,00005279,21113,0.3221588134765625,0.32139,0.000768813476562491,0.000768813476562491,50.38495999999941,50
44,FFFFFAB0,-1360,-0.020751953125,-0.018832,-0.0019199531249999985,0.0019199531249999985,125.8260479999999,-126
45,000015B8,5560,0.0848388671875,0.082985,0.0018538671874999968,0.0018538671874999968,121.49503999999979,121
46,FFFFEA9B,-5477,-0.0835723876953125,-0.084608,0.0010356123046875026,0.0010356123046875026,67.86988800000017,68
47,FFFFDBA5,-9307,-0.1420135498046875,-0.142522,0.0005084501953125098,0.0005084501953125098,33.32179200000064,33
48,00004749,18249,0.2784576416015625,0.277944,0.0005136416015624756,0.0005136416015624756,33.6620159999984,34
49,FFFFF564,-2716,-0.04144287109375,-0.039847,-0.0015958710937499995,0.0015958710937499995,104.58700799999997,-105
50,FFFFDC76,-9098,-0.138824462890625,-0.136713,-0.002111462890624999,0.002111462890624999,138.37683199999992,-138
51,FFFFFDED,-531,-0.0081024169921875,-0.00736,-0.0007424169921874998,0.0007424169921874998,48.655039999999985,-49
52,0000939B,37787,0.5765838623046875,0.575577,0.0010068623046874947,0.0010068623046874947,65.98572799999965,66
53,00001D0C,7436,0.11346435546875,0.112001,0.0014633554687499967,0.0014633554687499967,95.90246399999978,96
54,00000E5F,3679,0.0561370849609375,0.057076,-0.0009389150390625017,0.0009389150390625017,61.532736000000114,-62
55,000075AF,30127,0.4597015380859375,0.45913,0.0005715380859375174,0.0005715380859375174,37.45632000000114,37
56,00002198,8600,0.1312255859375,0.131674,-0.00044841406250001326,0.00044841406250001326,29.38726400000087,-29
57,FFFFBB8A,-17526,-0.267425537109375,-0.268511,0.0010854628906249997,0.0010854628906249997,71.13689599999998,71
58,000090A7,37031,0.5650482177734375,0.565037,1.1217773437488532e-05,1.1217773437488532e-05,0.7351679999992484,1
59,0000505B,20571,0.3138885498046875,0.31204,0.001848549804687516,0.001848549804687516,121.14656000000105,121
60,0000910E,37134,0.566619873046875,0.56684,-0.00022012695312501052,0.00022012695312501052,14.42624000000069,-14
61,00005F00,24320,0.37109375,0.370401,0.0006927500000000197,0.0006927500000000197,45.400064000001294,45
62,00000648,1608,0.0245361328125,0.025923,-0.0013868671875000016,0.0013868671875000016,90.8897280000001,-91
63,FFFFFBB2,-1102,-0.016815185546875,-0.016606,-0.00020918554687500077,0.00020918554687500077,13.70918400000005,-14
64,000029AE,10670,0.162811279296875,0.163747,-0.0009357207031250037,0.0009357207031250037,61.32339200000024,-61
65,FFFFED5C,-4772,-0.07281494140625,-0.071093,-0.0017219414062499966,0.0017219414062499966,112.84915199999978,-113
66,FFFFBA88,-17784,-0.2713623046875,-0.27115,-0.00021230468749999787,0.00021230468749999787,13.91359999999986,-14
67,FFFFE64C,-6580,-0.10040283203125,-0.100685,0.0002821679687499967,0.0002821679687499967,18.492159999999785,18
68,00000EF5,3829,0.0584259033203125,0.059734,-0.0013080966796875024,0.0013080966796875024,85.72742400000016,-86
69,FFFFCA25,-13787,-0.2103729248046875,-0.210445,7.207519531249318e-05,7.207519531249318e-05,4.723519999999553,5
70,FFFFF048,-4024,-0.0614013671875,-0.059852,-0.0015493671874999976,0.0015493671874999976,101.53932799999984,-102
71,00004C88,19592,0.2989501953125,0.30059,-0.0016398046875000238,0.0016398046875000238,107.46624000000156,-107
72,FFFFE423,-7133,-0.1088409423828125,-0.109632,0.0007910576171874933,0.0007910576171874933,51.842751999999564,52
73,FFFFF9FC,-1540,-0.02349853515625,-0.023641,0.00014246484374999882,0.00014246484374999882,9.336575999999923,9
74,0000BD0D,48397,0.7384796142578125,0.739705,-0.001225385742187446,0.001225385742187446,80.30687999999645,-80
75,FFFFD624,-10716,-0.16351318359375,-0.16311,-0.000403183593749995,0.000403183593749995,26.423039999999673,-26
76,0000102E,4142,0.063201904296875,0.061822,0.001379904296874998,0.001379904296874998,90.43340799999987,90
77,000036C8,14024,0.2139892578125,0.213674,0.0003152578124999972,0.0003152578124999972,20.660735999999815,21
78,FFFFF05F,-4001,-0.0610504150390625,-0.060904,-0.0001464150390625002,0.0001464150390625002,9.595456000000013,-10
79,FFFFD341,-11455,-0.1747894287109375,-0.176552,0.0017625712890624867,0.0017625712890624867,115.51187199999913,116
80,0000762B,30251,0.4615936279296875,0.460422,0.001171627929687502,0.001171627929687502,76.78380800000014,77
81,000012FA,4858,0.074127197265625,0.074905,-0.0007778027343749994,0.0007778027343749994,50.97407999999996,-51
82,FFFFC3AF,-15441,-0.2356109619140625,-0.237072,0.001461038085937505,0.001461038085937505,95.75059200000032,96
83,FFFFD325,-11483,-0.1752166748046875,-0.174742,-0.00047467480468749157,0.00047467480468749157,31.108287999999447,-31
84,FFFFEDF2,-4622,-0.070526123046875,-0.069054,-0.0014721230468749957,0.0014721230468749957,96.47705599999972,-96
85,FFFFECAB,-4949,-0.0755157470703125,-0.073666,-0.0018497470703125046,0.0018497470703125046,121.2250240000003,-121
86,FFFFC6C7,-14649,-0.2235260009765625,-0.222283,-0.0012430009765624916,0.0012430009765624916,81.46131199999945,-81
87,00000870,2160,0.032958984375,0.033074,-0.00011501562499999923,0.00011501562499999923,7.53766399999995,-8
88,FFFFD868,-10136,-0.1546630859375,-0.155372,0.0007089140625000101,0.0007089140625000101,46.45939200000066,46
89,00000291,657,0.0100250244140625,0.010199,-0.00017397558593749973,0.00017397558593749973,11.401663999999982,-11
