index,rtl_hex,rtl_q16_integer,rtl_float,reference_float,signed_error,absolute_error,absolute_error_lsb,error_vs_rounded_reference_lsb
0,00004C88,19592,0.2989501953125,0.298596,0.00035419531250002745,0.00035419531250002745,23.2125440000018,23
1,FFFFC714,-14572,-0.22235107421875,-0.221162,-0.0011890742187500025,0.0011890742187500025,77.92716800000017,-78
2,FFFFFEF9,-263,-0.0040130615234375,-0.003549,-0.00046406152343749993,0.00046406152343749993,30.412735999999995,-30
3,FFFFD72B,-10453,-0.1595001220703125,-0.160339,0.0008388779296875093,0.0008388779296875093,54.97670400000061,55
4,FFFFEF98,-4200,-0.0640869140625,-0.063273,-0.0008139140625000041,0.0008139140625000041,53.34067200000027,-53
5,000043A4,17316,0.26422119140625,0.265382,-0.0011608085937500068,0.0011608085937500068,76.07475200000044,-76
6,FFFFF2D1,-3375,-0.0514984130859375,-0.052035,0.0005365869140624979,0.0005365869140624979,35.165759999999864,35
7,00004D9B,19867,0.3031463623046875,0.304321,-0.0011746376953125082,0.0011746376953125082,76.98105600000054,-77
8,FFFFF8CE,-1842,-0.028106689453125,-0.028981,0.0008743105468749998,0.0008743105468749998,57.29881599999999,57
9,00000421,1057,0.0161285400390625,0.018126,-0.0019974599609374998,0.0019974599609374998,130.90553599999998,-131
10,FFFFE427,-7129,-0.1087799072265625,-0.110288,0.0015080927734374971,0.0015080927734374971,98.83436799999981,99
11,000036FF,14079,0.2148284912109375,0.213016,0.001812491210937489,0.001812491210937489,118.78342399999929,119
12,FFFFCAC0,-13632,-0.2080078125,-0.208004,-3.8125000000055476e-06,3.8125000000055476e-06,0.24985600000036357,0
13,FFFFFCE8,-792,-0.0120849609375,-0.011692,-0.00039296093750000073,0.00039296093750000073,25.753088000000048,-26
14,0000443A,17466,0.266510009765625,0.267229,-0.0007189902343749943,0.0007189902343749943,47.11974399999963,-47
15,FFFFD64B,-10677,-0.1629180908203125,-0.162296,-0.0006220908203125042,0.0006220908203125042,40.769344000000274,-41
16,FFFFF6AD,-2387,-0.0364227294921875,-0.035381,-0.0010417294921874973,0.0010417294921874973,68.27078399999982,-68
17,00000A32,2610,0.039825439453125,0.039888,-6.256054687499985e-05,6.256054687499985e-05,4.09996799999999,-4
18,00008875,34933,0.5330352783203125,0.533967,-0.0009317216796874694,0.0009317216796874694,61.061311999998,-61
19,FFFFD1E9,-11799,-0.1800384521484375,-0.180744,0.000705547851562488,0.000705547851562488,46.238783999999214,46
20,FFFFD05E,-12194,-0.186065673828125,-0.184332,-0.0017336738281250041,0.0017336738281250041,113.61804800000027,-114
21,FFFFDA65,-9627,-0.1468963623046875,-0.146868,-2.836230468750145e-05,2.836230468750145e-05,1.858752000000095,-2
22,0000167D,5757,0.0878448486328125,0.088052,-0.00020715136718750526,0.00020715136718750526,13.575872000000345,-14
